taskType,taskId,init,gpsTagId,notificationType,notificationTs,reminderCount,notficationAcceptTs,acceptanceTime,taskAcceptTs,taskAcceptTime,taskComp,taskCompTs,taskCompTime,responseTime,receptRating 
photo,1,user,0,null,0,0,0,0,1282207504328,1282207504,0,0,-1282207504,0,0
newImages,4,sys,0,null,1282207538655,0,0,-1282207538,0,0,0,0,0,-1282207538,0
annotate,2,user,0,null,0,0,0,0,1282207543133,1282207543,0,0,-1282207543,0,0
newImages,4,sys,0,null,1282207601620,0,0,-1282207601,0,0,0,0,0,-1282207601,0
annotate,2,user,0,null,0,0,0,0,1282207656161,1282207656,0,1282207721516,65,1282207721,0
newImages,4,sys,0,null,1282207709973,0,1282207746812,36,0,-1282207746,0,0,0,-1282207709,0
lunch/break,3,sys,49,null,1282208091096,0,0,-1282208091,0,0,0,0,0,-1282208091,0
photo,1,user,0,null,0,0,0,0,1282208162714,1282208162,0,0,-1282208162,0,0
newImages,4,sys,0,null,1282208192343,0,0,-1282208192,0,0,0,0,0,-1282208192,0
newImages,4,sys,0,null,1282208207963,0,0,-1282208207,0,0,0,0,0,-1282208207,0
newImages,4,sys,0,null,1282208248471,0,0,-1282208248,0,0,0,0,0,-1282208248,0
newImages,4,sys,0,null,1282208310303,0,0,-1282208310,0,0,0,0,0,-1282208310,0
newImages,4,sys,0,null,1282208368323,0,0,-1282208368,0,0,0,0,0,-1282208368,0
newImages,4,sys,0,null,1282208431423,0,0,-1282208431,0,0,0,0,0,-1282208431,0
newImages,4,sys,0,null,1282208488985,0,0,-1282208488,0,0,0,0,0,-1282208488,0
newImages,4,sys,0,null,1282208548166,0,0,-1282208548,0,0,0,0,0,-1282208548,0
photo opportunity,1,sys,55,null,1282208600728,0,0,-1282208600,0,0,0,0,0,-1282208600,0
newImages,4,sys,0,null,1282208741505,0,0,-1282208741,0,0,0,0,0,-1282208741,0
photo,1,user,0,null,0,0,0,0,1282208747664,1282208747,0,0,-1282208747,0,0
newImages,4,sys,0,null,1282208789049,0,0,-1282208789,0,0,0,0,0,-1282208789,0
newImages,4,sys,0,null,1282208807795,0,0,-1282208807,0,0,0,0,0,-1282208807,0
photo opportunity,1,sys,47,null,1282208892653,0,0,-1282208892,0,0,0,0,0,-1282208892,0
photo opportunity,1,sys,1,null,1282208908742,0,0,-1282208908,0,0,0,0,0,-1282208908,0
newImages,4,sys,0,null,1282208910342,0,0,-1282208910,0,0,0,0,0,-1282208910,0
Q-Zone,2,sys,3,null,1282208961696,57,1282210685901,1724,1282210688750,2,0,1282210745972,57,1784,3
newImages,4,sys,0,null,1282208969692,0,0,-1282208969,0,0,0,0,0,-1282208969,0
newImages,4,sys,0,null,1282209089617,0,0,-1282209089,0,0,0,0,0,-1282209089,0
photo,1,user,0,null,0,0,0,0,1282209141028,1282209141,0,0,-1282209141,0,0
newImages,4,sys,0,null,1282209207862,0,0,-1282209207,0,0,0,0,0,-1282209207,0
end of ride,1,sys,40,null,1282209457862,0,0,-1282209457,0,0,0,0,0,-1282209457,0
newImages,4,sys,0,null,1282209509194,0,0,-1282209509,0,0,0,0,0,-1282209509,0
newImages,4,sys,0,null,1282209522209,0,0,-1282209522,0,0,0,0,0,-1282209522,0
newImages,4,sys,0,null,1282209572350,0,0,-1282209572,0,0,0,0,0,-1282209572,0
photo,1,user,0,null,0,0,0,0,1282209601622,1282209601,0,0,-1282209601,0,0
newImages,4,sys,0,null,1282209824627,0,0,-1282209824,0,0,0,0,0,-1282209824,0
newImages,4,sys,0,null,1282209873793,0,0,-1282209873,0,0,0,0,0,-1282209873,0
newImages,4,sys,0,null,1282209945782,0,0,-1282209945,0,0,0,0,0,-1282209945,0
photo,1,user,0,null,0,0,0,0,1282209966608,1282209966,0,0,-1282209966,0,0
newImages,4,sys,0,null,1282210002311,0,0,-1282210002,0,0,0,0,0,-1282210002,0
newImages,4,sys,0,null,1282210003943,0,0,-1282210003,0,0,0,0,0,-1282210003,0
photo,1,user,0,null,0,0,0,0,1282210012455,1282210012,0,0,-1282210012,0,0
newImages,4,sys,0,null,1282210014023,0,0,-1282210014,0,0,0,0,0,-1282210014,0
photo,1,user,0,null,0,0,0,0,1282210051072,1282210051,0,0,-1282210051,0,0
photo,1,user,0,null,0,0,0,0,1282210367581,1282210367,0,0,-1282210367,0,0
newImages,4,sys,0,null,1282210420706,0,0,-1282210420,0,0,0,0,0,-1282210420,0
newImages,4,sys,0,null,1282210469201,0,0,-1282210469,0,0,0,0,0,-1282210469,0
photo opportunity,1,sys,10,null,1282210491836,0,0,-1282210491,0,0,0,0,0,-1282210491,0
newImages,4,sys,0,null,1282210518544,0,0,-1282210518,0,0,0,0,0,-1282210518,0
newImages,4,sys,0,null,1282210525757,0,0,-1282210525,0,0,0,0,0,-1282210525,0
newImages,4,sys,0,null,1282210530299,0,0,-1282210530,0,0,0,0,0,-1282210530,0
newImages,4,sys,0,null,1282210563581,0,0,-1282210563,0,0,0,0,0,-1282210563,0
photo,1,user,0,null,0,0,0,0,1282210569789,1282210569,0,0,-1282210569,0,0
newImages,4,sys,0,null,1282210573377,0,0,-1282210573,0,0,0,0,0,-1282210573,0
newImages,4,sys,0,null,1282210592444,0,0,-1282210592,0,0,0,0,0,-1282210592,0
annotate,2,user,0,null,0,0,0,0,1282210773304,1282210773,0,0,-1282210773,0,0
annotate,2,user,0,null,0,0,0,0,1282210800247,1282210800,0,1282210917712,117,1282210917,0
annotate,2,user,0,null,0,0,0,0,1282210939261,1282210939,0,0,-1282210939,0,0
photo,1,user,0,null,0,0,0,0,1282210999664,1282210999,0,0,-1282210999,0,0
annotate,2,user,0,null,0,0,0,0,1282211025166,1282211025,0,1282211237572,212,1282211237,0
photo,1,user,0,null,0,0,0,0,1282211292186,1282211292,0,0,-1282211292,0,0
Q-Zone,2,sys,13,null,1282211388490,10,0,-1282211388,0,0,0,0,0,-1282211388,0
annotate,2,user,0,null,0,0,0,0,1282211435476,1282211435,0,0,-1282211435,0,0
annotate,2,user,0,null,0,0,0,0,1282211513847,1282211513,0,0,-1282211513,0,0
annotate,2,user,0,null,0,0,0,0,1282211536582,1282211536,0,0,-1282211536,0,0
annotate,2,user,0,null,0,0,0,0,1282211536944,1282211536,0,0,-1282211536,0,0
newImages,4,sys,0,null,1282211635446,0,0,-1282211635,0,0,0,0,0,-1282211635,0
photo,1,user,0,null,0,0,0,0,1282211780935,1282211780,0,0,-1282211780,0,0
annotate,2,user,0,null,0,0,0,0,1282211795135,1282211795,0,0,-1282211795,0,0
photo,1,user,0,null,0,0,0,0,1282211821533,1282211821,0,0,-1282211821,0,0
Q-Zone,2,sys,13,null,1282211825911,7,0,-1282211825,0,0,0,0,0,-1282211825,0
annotate,2,user,0,null,0,0,0,0,1282211844246,1282211844,0,1282211990996,146,1282211990,0
